============================================ 
Aurexis Core GitHub Backup 
FINALIZED V1 Substrate Candidate (freeze/release polish) — 51 bridges 
Tue 04/14/2026  9:03:48.62 
============================================ 
Git repo found, updating... 
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_route_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_saved_run_audit.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate3_saved_seed.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate4_mobile_demo_kickoff.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate4_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/gate5_runner.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/illegal_inference_matrix.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/image_primitive_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/ir.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/ir_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/ir_optimizer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/learned_candidate_model.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/live_camera_feed.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/mobile_demo_target.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/multi_frame_consistency.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/parser_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/parser_scope_control.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/parser_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/parser_syntax_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/perception_benchmark.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/perception_dataset_export.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/perception_dataset_prep.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/perception_inference.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/phoxel_runtime_status.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/phoxel_schema.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/program_graph.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/program_serializer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/real_evidence_capture.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/relation_legality.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/robust_cv_extractor.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/robust_cv_perception.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_control.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_obedience.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_reporting.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_semantics_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_semantics_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_stub.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/runtime_syntax_expanded.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/segmentation_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/simulated_camera.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/terminology.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/token_kinds.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/training_loop_scaffold.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/aurexis_lang/src/aurexis_lang/visual_tokenizer.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/buildozer.spec', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/debugger.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/main.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/main_diag2.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/main_diag3.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/mobile_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/prepare_build.sh', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/setup_wsl.sh', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/mobile_app/visual_gui.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/pytest.ini', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/requirements.txt', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/rerun_gate3.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/run_gate4_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/run_gate5_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/run_live_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/run_m6_combined.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/run_real_capture_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/test_ip_webcam.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/conftest.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_artifact_dispatch_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_artifact_set_contract_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_calibration_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_capture_tolerance_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_cohomological_obstruction_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_combined_temporal_fusion_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_complementary_color_temporal_transport_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_composed_recovery_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_composition_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_executor_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_frame_accurate_transport_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_local_section_consistency_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_localization_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_multi_artifact_layout_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_orientation_normalization_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_overlap_detection_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_parse_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_perspective_normalization_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_raster_bridge_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_collection_global_consistency_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_page_sequence_contract_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_page_sequence_signature_match_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_page_sequence_signature_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_sequence_collection_contract_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_sequence_collection_signature_match_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_sequence_collection_signature_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_set_signature_match_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_recovered_set_signature_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_rolling_shutter_temporal_transport_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_selfhost_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_sheaf_style_composition_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_stability_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_substrate_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_consistency_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_global_consistency_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_payload_contract_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_payload_signature_match_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_payload_signature_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_temporal_transport_dispatch_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/standalone_runners/run_v1_type_tests.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_artifact_dispatch_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_artifact_localization_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_artifact_set_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_camera_bridge.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_capture_tolerance_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_cohomological_obstruction_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_combined_temporal_fusion_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_complementary_color_temporal_transport_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_composed_recovery_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_composition_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_end_to_end_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_frame_accurate_transport_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_gate_reverification.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_hardware_calibration_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_live_camera_pipeline.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_local_section_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_multi_artifact_layout_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_orientation_normalization_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_overlap_detection_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_perspective_normalization_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_print_scan_stability_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_raster_law_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_collection_global_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_page_sequence_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_page_sequence_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_page_sequence_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_sequence_collection_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_sequence_collection_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_sequence_collection_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_set_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_recovered_set_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_regression_bugs.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_rolling_shutter_temporal_transport_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_self_hosting_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_sheaf_style_composition_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_substrate_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_global_consistency_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_law_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_payload_contract_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_payload_signature_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_payload_signature_match_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_temporal_transport_dispatch_bridge_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_type_system_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_visual_grammar_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_visual_parse_rules_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '05_ACTIVE_DEV/tests/test_visual_program_executor_v1.py', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'AUREXIS_CORE_OLLAMA_QWEN30B_HANDOFF_V80.md', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'ChatGPT-Aurexis ONLY.json', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'ChatGPT-JSON Continuation and Analysis.json', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'ChatGPT-Project Continuation Setup.json', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'LICENSE', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of 'README.md', LF will be replaced by CRLF the next time Git touches it
warning: in the working copy of '_github_backup.bat', LF will be replaced by CRLF the next time Git touches it
Committing... 
[backup/v1-substrate-candidate-20260414-120000 203c1b3] FINALIZED V1 Substrate Candidate (freeze/release polish) ΓÇö 51 bridges, 6358 assertions, 61 runners, 67 source modules, handoff-ready
 1 file changed, 1 insertion(+), 1 deletion(-)
Creating branch backup/v1-substrate-candidate-20260414-120000... 
Reset branch 'backup/v1-substrate-candidate-20260414-120000'
M	_backup_log.txt
Your branch is ahead of 'origin/backup/v1-substrate-candidate-20260414-120000' by 3 commits.
  (use "git push" to publish your local commits)
Creating tag backup-v1-substrate-candidate-20260414-120000... 
Updated tag 'backup-v1-substrate-candidate-20260414-120000' (was 45b6240)
Pushing branch... 
To https://github.com/KungFury87/Aurexis.git
   fd238d3..203c1b3  backup/v1-substrate-candidate-20260414-120000 -> backup/v1-substrate-candidate-20260414-120000
branch 'backup/v1-substrate-candidate-20260414-120000' set up to track 'origin/backup/v1-substrate-candidate-20260414-120000'.
Push branch exit code: 0 
Pushing tag... 
To https://github.com/KungFury87/Aurexis.git
 + 45b6240...77a7949 backup-v1-substrate-candidate-20260414-120000 -> backup-v1-substrate-candidate-20260414-120000 (forced update)
Push tag exit code: 0 
Pushing official release tag core-v1-substrate-candidate-or1... 
Everything up-to-date
Push release tag exit code: 0 
Pushing follow-up release tag core-v1-substrate-candidate-or1.1... 
To https://github.com/KungFury87/Aurexis.git
 + fd238d3...1742229 core-v1-substrate-candidate-or1.1 -> core-v1-substrate-candidate-or1.1 (forced update)
Push follow-up release tag exit code: 0 
Verifying remote... 
203c1b39175a03be00955365cf8935d2afe74134	refs/heads/backup/v1-substrate-candidate-20260414-120000
77a7949dca8935331886affb3ced8fe06e50ea98	refs/tags/backup-v1-substrate-candidate-20260414-120000
b043f7180a0eba93e4471442edc70baa6bdc85d9	refs/tags/core-v1-substrate-candidate-or1
17422293574c95d2da1e2a45fdf9853411cb89fa	refs/tags/core-v1-substrate-candidate-or1.1
============================================ 
DONE 
Tue 04/14/2026  9:03:48.63 
